,stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
1550,CT3,2018-04-03 17:00:00,6.0,9.0,6.3,,,
1551,CT2,2018-04-03 17:00:00,10.0,,,,,
1552,BX9,2018-04-03 17:00:00,4.6,,,,,
1553,BX1,2018-04-03 17:00:00,,11.9,7.6,,,
1554,TH4,2018-04-03 17:00:00,8.6,17.2,25.7,,,
1555,ST5,2018-04-03 17:00:00,7.0,17.0,14.5,,,
1556,RB7,2018-04-03 17:00:00,12.0,11.4,18.1,,,
1557,TD5,2018-04-03 17:00:00,7.3,,,,,
1558,CD1,2018-04-03 18:00:00,5.3,10.3,19.6,,,
1559,BL0,2018-04-03 18:00:00,6.6,10.1,16.1,,,
1560,GR4,2018-04-03 18:00:00,2.5,13.6,3.2,,,
1561,MY7,2018-04-03 18:00:00,10.0,15.7,,,,
1562,HV1,2018-04-03 18:00:00,7.9,12.7,27.3,,,
1563,GN3,2018-04-03 18:00:00,5.7,10.3,9.0,,,
1564,GR9,2018-04-03 18:00:00,5.6,12.2,10.5,,,
1565,LW2,2018-04-03 18:00:00,6.4,14.8,10.4,,,
1566,GN0,2018-04-03 18:00:00,6.9,16.8,9.6,,,
1567,KF1,2018-04-03 18:00:00,6.8,9.9,,,,
1568,CD9,2018-04-03 18:00:00,7.5,10.3,52.9,,,
1569,CT3,2018-04-03 18:00:00,10.0,19.2,7.5,,,
1570,CT2,2018-04-03 18:00:00,9.0,,,,,
1571,BX9,2018-04-03 18:00:00,7.6,,,,,
1572,BX1,2018-04-03 18:00:00,,12.1,7.1,,,
1573,TH4,2018-04-03 18:00:00,5.6,16.6,23.2,,,
1574,ST5,2018-04-03 18:00:00,7.0,17.0,10.5,,,
1575,RB7,2018-04-03 18:00:00,12.0,13.2,22.4,,,
1576,TD5,2018-04-03 18:00:00,6.7,,,,,
1577,CD1,2018-04-03 19:00:00,10.3,8.8,20.5,,,
1578,BL0,2018-04-03 19:00:00,3.5,7.3,13.8,,,
1579,GR4,2018-04-03 19:00:00,2.9,9.5,2.2,,,
1580,MY7,2018-04-03 19:00:00,10.0,13.4,,,,
1581,HV1,2018-04-03 19:00:00,3.4,6.5,15.1,,,
1582,GN3,2018-04-03 19:00:00,7.8,9.4,6.9,,,
1583,GR9,2018-04-03 19:00:00,4.7,7.9,10.5,,,
1584,LW2,2018-04-03 19:00:00,10.3,11.6,10.4,,,
1585,GN0,2018-04-03 19:00:00,6.0,15.8,8.2,,,
1586,KF1,2018-04-03 19:00:00,6.1,8.7,,,,
1587,CD9,2018-04-03 19:00:00,2.9,5.6,45.0,,,
1588,CT3,2018-04-03 19:00:00,9.0,15.2,4.9,,,
1589,CT2,2018-04-03 19:00:00,13.0,,,,,
1590,BX9,2018-04-03 19:00:00,7.4,,,,,
1591,BX1,2018-04-03 19:00:00,,11.2,5.0,,,
1592,TH4,2018-04-03 19:00:00,7.5,15.0,30.1,,,
1593,ST5,2018-04-03 19:00:00,6.0,12.0,10.7,,,
1594,RB7,2018-04-03 19:00:00,11.0,11.6,15.3,,,
1595,TD5,2018-04-03 19:00:00,8.9,,,,,
1596,CD1,2018-04-03 20:00:00,7.3,7.6,27.9,,,
1597,BL0,2018-04-03 20:00:00,5.4,8.2,22.8,,,
1598,GR4,2018-04-03 20:00:00,11.0,8.6,6.6,,,
1599,MY7,2018-04-03 20:00:00,9.4,8.6,,,,
1600,HV1,2018-04-03 20:00:00,8.1,11.1,33.7,,,
1601,GN3,2018-04-03 20:00:00,7.8,11.7,30.6,,,
1602,GR9,2018-04-03 20:00:00,5.4,9.7,21.3,,,
1603,LW2,2018-04-03 20:00:00,4.0,11.2,19.8,,,
1604,GN0,2018-04-03 20:00:00,4.5,10.4,14.2,,,
1605,KF1,2018-04-03 20:00:00,4.5,6.2,,,,
1606,CD9,2018-04-03 20:00:00,7.7,9.1,57.6,,,
1607,CT3,2018-04-03 20:00:00,7.0,14.6,12.7,,,
1608,CT2,2018-04-03 20:00:00,11.0,,,,,
1609,BX9,2018-04-03 20:00:00,9.3,,,,,
1610,BX1,2018-04-03 20:00:00,,10.7,23.1,,,
1611,TH4,2018-04-03 20:00:00,5.6,16.2,33.4,,,
1612,ST5,2018-04-03 20:00:00,6.0,12.0,13.6,,,
1613,RB7,2018-04-03 20:00:00,14.0,10.8,16.6,,,
1614,TD5,2018-04-03 20:00:00,6.5,,,,,
1615,CD1,2018-04-03 21:00:00,10.1,11.7,61.3,,,
1616,BL0,2018-04-03 21:00:00,3.0,8.7,39.6,,,
1617,GR4,2018-04-03 21:00:00,6.1,10.8,16.7,,,
1618,MY7,2018-04-03 21:00:00,7.3,13.3,,,,
1619,HV1,2018-04-03 21:00:00,0.2,4.9,61.1,,,
1620,GN3,2018-04-03 21:00:00,7.6,13.2,52.8,,,
1621,GR9,2018-04-03 21:00:00,7.3,12.3,31.8,,,
1622,LW2,2018-04-03 21:00:00,7.6,8.9,26.4,,,
1623,GN0,2018-04-03 21:00:00,7.0,12.6,25.4,,,
1624,KF1,2018-04-03 21:00:00,4.7,7.1,,,,
1625,CD9,2018-04-03 21:00:00,8.3,11.2,90.2,,,
1626,CT3,2018-04-03 21:00:00,6.0,11.4,31.9,,,
1627,CT2,2018-04-03 21:00:00,12.0,,,,,
1628,BX9,2018-04-03 21:00:00,8.4,,,,,
1629,BX1,2018-04-03 21:00:00,,13.0,47.0,,,
1630,TH4,2018-04-03 21:00:00,8.5,15.6,56.3,,,
1631,ST5,2018-04-03 21:00:00,11.0,10.0,30.3,,,
1632,RB7,2018-04-03 21:00:00,9.0,14.6,43.8,,,
1633,TD5,2018-04-03 21:00:00,7.3,,,,,
1634,CD1,2018-04-03 22:00:00,10.5,13.4,80.2,,,
1635,BL0,2018-04-03 22:00:00,2.5,8.6,44.6,,,
1636,GR4,2018-04-03 22:00:00,4.6,10.5,19.0,,,
1637,MY7,2018-04-03 22:00:00,8.6,14.2,,,,
1638,HV1,2018-04-03 22:00:00,10.4,16.6,59.7,,,
1639,GN3,2018-04-03 22:00:00,5.9,12.9,44.8,,,
1640,GR9,2018-04-03 22:00:00,6.3,10.3,42.3,,,
1641,LW2,2018-04-03 22:00:00,8.4,9.2,22.2,,,
1642,GN0,2018-04-03 22:00:00,8.2,12.4,22.9,,,
1643,KF1,2018-04-03 22:00:00,3.9,6.7,,,,
1644,CD9,2018-04-03 22:00:00,12.9,15.3,105.8,,,
1645,CT3,2018-04-03 22:00:00,7.0,15.6,32.5,,,
1646,CT2,2018-04-03 22:00:00,15.0,,,,,
1647,BX9,2018-04-03 22:00:00,6.6,,,,,
1648,BX1,2018-04-03 22:00:00,,15.3,47.7,,,
1649,TH4,2018-04-03 22:00:00,4.8,13.7,65.2,,,
1650,ST5,2018-04-03 22:00:00,9.0,11.0,30.7,,,
1651,RB7,2018-04-03 22:00:00,13.0,6.4,45.8,,,
1652,TD5,2018-04-03 22:00:00,6.6,,,,,
1653,CD1,2018-04-03 23:00:00,10.2,15.3,53.6,,,
1654,BL0,2018-04-03 23:00:00,2.4,10.3,40.2,,,
1655,GR4,2018-04-03 23:00:00,6.9,9.5,10.1,,,
1656,MY7,2018-04-03 23:00:00,8.9,21.9,,,,
1657,HV1,2018-04-03 23:00:00,7.4,21.3,32.6,,,
1658,GN3,2018-04-03 23:00:00,4.7,11.9,16.9,,,
1659,GR9,2018-04-03 23:00:00,4.2,11.3,40.5,,,
1660,LW2,2018-04-03 23:00:00,6.5,11.5,15.1,,,
1661,GN0,2018-04-03 23:00:00,5.3,8.5,13.7,,,
1662,KF1,2018-04-03 23:00:00,4.6,9.0,,,,
1663,CD9,2018-04-03 23:00:00,10.2,16.8,124.4,,,
1664,CT3,2018-04-03 23:00:00,10.0,15.4,24.4,,,
1665,CT2,2018-04-03 23:00:00,11.0,,,,,
1666,BX9,2018-04-03 23:00:00,6.8,,,,,
1667,BX1,2018-04-03 23:00:00,,13.9,18.7,,,
1668,TH4,2018-04-03 23:00:00,8.1,19.6,64.6,,,
1669,ST5,2018-04-03 23:00:00,7.0,10.0,22.8,,,
1670,RB7,2018-04-03 23:00:00,15.0,11.2,25.8,,,
1671,TD5,2018-04-03 23:00:00,7.3,,,,,
1672,CD1,2018-04-04 00:00:00,6.9,18.3,40.3,,,
1673,BL0,2018-04-04 00:00:00,5.5,18.4,27.9,,,
1674,GR4,2018-04-04 00:00:00,6.5,14.9,4.0,,,
1675,MY7,2018-04-04 00:00:00,13.1,27.2,,,,
1676,HV1,2018-04-04 00:00:00,10.6,27.4,21.1,,,
1677,GN3,2018-04-04 00:00:00,6.2,14.0,9.5,,,
1678,GR9,2018-04-04 00:00:00,4.4,13.0,23.3,,,
1679,LW2,2018-04-04 00:00:00,3.9,11.6,12.3,,,
1680,GN0,2018-04-04 00:00:00,8.1,15.2,10.4,,,
1681,KF1,2018-04-04 00:00:00,5.9,13.3,,,,
1682,CD9,2018-04-04 00:00:00,11.6,25.1,118.3,,,
1683,CT3,2018-04-04 00:00:00,11.0,20.0,18.6,,,
1684,CT2,2018-04-04 00:00:00,9.0,,,,,
1685,BX9,2018-04-04 00:00:00,7.2,,,,,
1686,BX1,2018-04-04 00:00:00,,19.4,8.9,,,
1687,TH4,2018-04-04 00:00:00,8.4,22.4,55.5,,,
1688,ST5,2018-04-04 00:00:00,5.0,12.0,23.4,,,
1689,RB7,2018-04-04 00:00:00,12.0,20.8,14.9,,,
1690,TD5,2018-04-04 00:00:00,8.6,,,,,
1691,CD1,2018-04-04 01:00:00,6.5,22.2,31.1,,,
1692,BL0,2018-04-04 01:00:00,9.6,19.9,21.8,,,
1693,GR4,2018-04-04 01:00:00,5.6,15.8,3.2,,,
1694,MY7,2018-04-04 01:00:00,13.5,28.8,,,,
1695,HV1,2018-04-04 01:00:00,8.4,25.8,19.9,,,
1696,GN3,2018-04-04 01:00:00,7.0,14.8,7.9,,,
1697,GR9,2018-04-04 01:00:00,5.7,19.4,20.2,,,
1698,LW2,2018-04-04 01:00:00,7.8,14.8,11.7,,,
1699,GN0,2018-04-04 01:00:00,8.3,,,,,
1700,KF1,2018-04-04 01:00:00,7.0,14.1,,,,
1701,CD9,2018-04-04 01:00:00,12.8,23.3,110.3,,,
1702,CT3,2018-04-04 01:00:00,14.0,22.6,11.5,,,
1703,CT2,2018-04-04 01:00:00,10.0,,,,,
1704,BX9,2018-04-04 01:00:00,8.5,,,,,
1705,BX1,2018-04-04 01:00:00,,18.7,7.1,,,
1706,TH4,2018-04-04 01:00:00,11.3,32.9,53.4,,,
1707,ST5,2018-04-04 01:00:00,6.0,24.0,39.5,,,
1708,RB7,2018-04-04 01:00:00,11.0,22.2,12.1,,,
1709,TD5,2018-04-04 01:00:00,11.7,,,,,
1710,CD1,2018-04-04 02:00:00,10.3,23.7,31.7,,,
1711,BL0,2018-04-04 02:00:00,5.6,21.5,22.4,,,
1712,GR4,2018-04-04 02:00:00,8.0,19.5,2.8,,,
1713,MY7,2018-04-04 02:00:00,13.6,33.9,,,,
1714,HV1,2018-04-04 02:00:00,14.4,36.5,21.6,,,
1715,GN3,2018-04-04 02:00:00,7.8,19.5,8.4,,,
1716,GR9,2018-04-04 02:00:00,7.6,29.1,19.2,,,
1717,LW2,2018-04-04 02:00:00,12.8,22.9,14.1,,,
1718,GN0,2018-04-04 02:00:00,3.1,18.4,10.1,,,
1719,KF1,2018-04-04 02:00:00,8.6,18.8,,,,
1720,CD9,2018-04-04 02:00:00,8.5,17.5,115.8,,,
1721,CT3,2018-04-04 02:00:00,11.0,22.8,9.3,,,
1722,CT2,2018-04-04 02:00:00,11.0,,,,,
1723,BX9,2018-04-04 02:00:00,9.1,,,,,
1724,BX1,2018-04-04 02:00:00,,23.2,7.0,,,
1725,TH4,2018-04-04 02:00:00,8.6,32.0,48.7,,,
1726,ST5,2018-04-04 02:00:00,8.0,32.0,31.1,,,
1727,RB7,2018-04-04 02:00:00,12.0,23.0,12.4,,,
1728,TD5,2018-04-04 02:00:00,9.2,,,,,
1729,CD1,2018-04-04 03:00:00,7.7,22.2,35.7,,,
1730,BL0,2018-04-04 03:00:00,6.0,21.1,24.1,,,
1731,GR4,2018-04-04 03:00:00,5.8,18.5,2.4,,,
1732,MY7,2018-04-04 03:00:00,13.0,42.5,,,,
1733,HV1,2018-04-04 03:00:00,8.6,29.3,20.9,,,
1734,GN3,2018-04-04 03:00:00,5.3,16.1,10.0,,,
1735,GR9,2018-04-04 03:00:00,6.5,23.8,14.6,,,
1736,LW2,2018-04-04 03:00:00,10.4,19.5,15.0,,,
1737,GN0,2018-04-04 03:00:00,7.0,12.0,10.2,,,
1738,KF1,2018-04-04 03:00:00,7.5,14.9,,,,
1739,CD9,2018-04-04 03:00:00,9.7,19.2,113.4,,,
1740,CT3,2018-04-04 03:00:00,9.0,25.8,10.8,,,
1741,CT2,2018-04-04 03:00:00,11.0,,,,,
1742,BX9,2018-04-04 03:00:00,9.6,,,,,
1743,BX1,2018-04-04 03:00:00,,,5.9,,,
1744,TH4,2018-04-04 03:00:00,8.9,48.7,50.5,,,
1745,ST5,2018-04-04 03:00:00,,,35.4,,,
1746,RB7,2018-04-04 03:00:00,12.0,19.4,13.7,,,
1747,TD5,2018-04-04 03:00:00,8.4,,,,,
1748,CD1,2018-04-04 04:00:00,8.1,15.3,29.7,,,
1749,BL0,2018-04-04 04:00:00,9.9,19.6,26.0,,,
1750,GR4,2018-04-04 04:00:00,7.9,13.8,2.4,,,
1751,MY7,2018-04-04 04:00:00,12.3,27.6,,,,
1752,HV1,2018-04-04 04:00:00,7.7,26.9,17.2,,,
1753,GN3,2018-04-04 04:00:00,6.6,14.2,11.6,,,
1754,GR9,2018-04-04 04:00:00,7.1,18.9,18.3,,,
1755,LW2,2018-04-04 04:00:00,11.0,15.8,16.4,,,
1756,GN0,2018-04-04 04:00:00,-2.1,9.1,9.5,,,
1757,KF1,2018-04-04 04:00:00,6.6,12.4,,,,
1758,CD9,2018-04-04 04:00:00,7.6,15.0,89.6,,,
1759,CT3,2018-04-04 04:00:00,8.0,23.2,12.9,,,
1760,CT2,2018-04-04 04:00:00,11.0,,,,,
1761,BX9,2018-04-04 04:00:00,8.8,,,,,
1762,BX1,2018-04-04 04:00:00,,,4.4,,,
1763,TH4,2018-04-04 04:00:00,4.3,29.5,48.1,,,
1764,ST5,2018-04-04 04:00:00,,,,,,
1765,RB7,2018-04-04 04:00:00,14.0,21.2,13.7,,,
1766,TD5,2018-04-04 04:00:00,5.4,,,,,
1767,CD1,2018-04-04 05:00:00,4.9,11.2,30.9,,,
1768,BL0,2018-04-04 05:00:00,6.7,12.6,22.6,,,
1769,GR4,2018-04-04 05:00:00,7.3,10.0,2.5,,,
1770,MY7,2018-04-04 05:00:00,10.1,24.0,,,,
1771,HV1,2018-04-04 05:00:00,4.1,14.6,19.0,,,
1772,GN3,2018-04-04 05:00:00,4.7,9.1,7.4,,,
1773,GR9,2018-04-04 05:00:00,4.9,13.8,22.3,,,
1774,LW2,2018-04-04 05:00:00,6.3,15.1,20.2,,,
1775,GN0,2018-04-04 05:00:00,1.6,10.1,9.7,,,
1776,KF1,2018-04-04 05:00:00,4.5,8.7,,,,
1777,CD9,2018-04-04 05:00:00,8.4,16.8,82.2,,,
1778,CT3,2018-04-04 05:00:00,6.0,13.2,10.8,,,
1779,CT2,2018-04-04 05:00:00,7.0,,,,,
1780,BX9,2018-04-04 05:00:00,6.3,,,,,
1781,BX1,2018-04-04 05:00:00,,14.4,7.1,,,
1782,TH4,2018-04-04 05:00:00,7.7,23.9,54.8,,,
1783,ST5,2018-04-04 05:00:00,7.0,16.0,31.7,,,
1784,RB7,2018-04-04 05:00:00,11.0,15.2,13.4,,,
1785,TD5,2018-04-04 05:00:00,6.6,,,,,
1786,CD1,2018-04-04 06:00:00,8.2,10.7,33.6,,,
1787,BL0,2018-04-04 06:00:00,6.7,14.9,22.8,,,
1788,GR4,2018-04-04 06:00:00,6.3,9.3,4.3,,,
1789,MY7,2018-04-04 06:00:00,10.2,18.6,,,,
1790,HV1,2018-04-04 06:00:00,6.3,30.9,17.7,,,
1791,GN3,2018-04-04 06:00:00,6.7,10.2,11.1,,,
1792,GR9,2018-04-04 06:00:00,3.4,15.9,28.0,,,
1793,LW2,2018-04-04 06:00:00,9.1,12.8,17.4,,,
1794,GN0,2018-04-04 06:00:00,10.4,10.8,11.5,,,
1795,KF1,2018-04-04 06:00:00,4.6,9.0,,,,
1796,CD9,2018-04-04 06:00:00,10.0,12.9,91.8,,,
1797,CT3,2018-04-04 06:00:00,6.0,17.2,14.1,,,
1798,CT2,2018-04-04 06:00:00,12.0,,,,,
1799,BX9,2018-04-04 06:00:00,7.1,,,,,
1800,BX1,2018-04-04 06:00:00,,8.3,5.6,,,
1801,TH4,2018-04-04 06:00:00,7.0,24.6,59.2,,,
1802,ST5,2018-04-04 06:00:00,5.0,17.0,39.8,,,
1803,RB7,2018-04-04 06:00:00,12.0,13.0,13.3,,,
1804,TD5,2018-04-04 06:00:00,5.4,,,,,
1805,CD1,2018-04-04 07:00:00,8.6,12.1,33.0,,,
1806,BL0,2018-04-04 07:00:00,6.3,16.0,22.8,,,
1807,GR4,2018-04-04 07:00:00,6.2,12.3,5.4,,,
1808,MY7,2018-04-04 07:00:00,10.6,24.8,,,,
1809,HV1,2018-04-04 07:00:00,3.7,17.2,26.0,,,
1810,GN3,2018-04-04 07:00:00,8.1,15.1,16.3,,,
1811,GR9,2018-04-04 07:00:00,6.8,18.9,31.6,,,
1812,LW2,2018-04-04 07:00:00,9.8,17.5,17.9,,,
1813,GN0,2018-04-04 07:00:00,3.1,11.9,12.5,,,
1814,KF1,2018-04-04 07:00:00,5.5,10.1,,,,
1815,CD9,2018-04-04 07:00:00,9.5,13.3,89.2,,,
1816,CT3,2018-04-04 07:00:00,6.0,23.8,15.3,,,
1817,CT2,2018-04-04 07:00:00,12.0,,,,,
1818,BX9,2018-04-04 07:00:00,8.0,,,,,
1819,BX1,2018-04-04 07:00:00,,11.1,8.2,,,
1820,TH4,2018-04-04 07:00:00,8.6,25.4,67.2,,,
1821,ST5,2018-04-04 07:00:00,9.0,22.0,11.9,,,
1822,RB7,2018-04-04 07:00:00,12.0,18.4,15.6,,,
1823,TD5,2018-04-04 07:00:00,7.9,,,,,
1824,CD1,2018-04-04 08:00:00,7.4,14.2,37.6,,,
1825,BL0,2018-04-04 08:00:00,6.9,13.9,21.6,,,
1826,GR4,2018-04-04 08:00:00,5.9,10.5,4.8,,,
1827,MY7,2018-04-04 08:00:00,13.8,21.1,,,,
1828,HV1,2018-04-04 08:00:00,3.9,14.3,21.6,,,
1829,GN3,2018-04-04 08:00:00,6.7,14.1,14.2,,,
1830,GR9,2018-04-04 08:00:00,3.9,17.3,30.4,,,
1831,LW2,2018-04-04 08:00:00,11.5,13.4,19.3,,,
1832,GN0,2018-04-04 08:00:00,7.3,10.1,12.9,,,
1833,KF1,2018-04-04 08:00:00,5.9,9.8,,,,
1834,CD9,2018-04-04 08:00:00,9.9,13.1,101.1,,,
1835,CT3,2018-04-04 08:00:00,9.0,15.4,17.1,,,
1836,CT2,2018-04-04 08:00:00,7.0,,,,,
1837,BX9,2018-04-04 08:00:00,10.6,,,,,
1838,BX1,2018-04-04 08:00:00,,7.8,8.1,,,
1839,TH4,2018-04-04 08:00:00,8.5,28.3,72.0,,,
1840,ST5,2018-04-04 08:00:00,14.0,14.0,10.7,,,
1841,RB7,2018-04-04 08:00:00,10.0,18.2,15.5,,,
1842,TD5,2018-04-04 08:00:00,7.8,,,,,
1843,CD1,2018-04-04 09:00:00,11.7,16.3,43.2,,,
1844,BL0,2018-04-04 09:00:00,7.8,16.2,28.5,,,
1845,GR4,2018-04-04 09:00:00,5.3,11.1,6.4,,,
1846,MY7,2018-04-04 09:00:00,16.0,22.1,,,,
1847,HV1,2018-04-04 09:00:00,7.1,15.6,25.4,,,
1848,GN3,2018-04-04 09:00:00,3.7,13.7,17.9,,,
1849,GR9,2018-04-04 09:00:00,5.6,15.4,24.9,,,
1850,LW2,2018-04-04 09:00:00,13.2,22.2,24.0,,,
1851,GN0,2018-04-04 09:00:00,8.2,12.0,14.6,,,
1852,KF1,2018-04-04 09:00:00,6.4,10.1,,,,
1853,CD9,2018-04-04 09:00:00,12.4,15.9,118.8,,,
1854,CT3,2018-04-04 09:00:00,7.0,18.6,18.5,,,
1855,CT2,2018-04-04 09:00:00,13.0,,,,,
1856,BX9,2018-04-04 09:00:00,8.5,,,,,
1857,BX1,2018-04-04 09:00:00,,7.5,8.4,,,
1858,TH4,2018-04-04 09:00:00,8.7,20.9,60.3,,,
1859,ST5,2018-04-04 09:00:00,8.0,14.0,10.1,,,
1860,RB7,2018-04-04 09:00:00,12.0,16.0,20.5,,,
1861,TD5,2018-04-04 09:00:00,6.6,,,,,
1862,CD1,2018-04-04 10:00:00,11.7,17.4,47.9,,,
1863,BL0,2018-04-04 10:00:00,6.9,13.9,31.7,,,
1864,GR4,2018-04-04 10:00:00,3.7,10.4,9.6,,,
1865,MY7,2018-04-04 10:00:00,14.3,22.5,,,,
1866,HV1,2018-04-04 10:00:00,2.0,11.9,26.8,,,
1867,GN3,2018-04-04 10:00:00,7.0,14.4,23.2,,,
1868,GR9,2018-04-04 10:00:00,4.0,15.0,34.0,,,
1869,LW2,2018-04-04 10:00:00,14.0,21.7,30.1,,,
1870,GN0,2018-04-04 10:00:00,5.2,11.9,18.6,,,
1871,KF1,2018-04-04 10:00:00,6.0,8.8,,,,
1872,CD9,2018-04-04 10:00:00,12.7,16.5,105.7,,,
1873,CT3,2018-04-04 10:00:00,8.0,16.6,18.8,,,
1874,CT2,2018-04-04 10:00:00,14.0,,,,,
1875,BX9,2018-04-04 10:00:00,6.9,,,,,
1876,BX1,2018-04-04 10:00:00,,8.7,11.5,,,
1877,TH4,2018-04-04 10:00:00,11.6,19.9,50.8,,,
1878,ST5,2018-04-04 10:00:00,7.0,15.0,12.5,,,
1879,RB7,2018-04-04 10:00:00,15.0,19.0,26.0,,,
1880,TD5,2018-04-04 10:00:00,8.1,,,,,
1881,CD1,2018-04-04 11:00:00,10.4,13.5,49.1,,,
1882,BL0,2018-04-04 11:00:00,4.2,9.2,26.8,,,
1883,GR4,2018-04-04 11:00:00,5.3,9.9,10.4,,,
1884,MY7,2018-04-04 11:00:00,13.3,22.8,,,,
1885,HV1,2018-04-04 11:00:00,4.5,9.5,23.0,,,
1886,GN3,2018-04-04 11:00:00,6.3,10.2,27.4,,,
1887,GR9,2018-04-04 11:00:00,6.4,12.7,32.2,,,
1888,LW2,2018-04-04 11:00:00,12.1,15.8,34.8,,,
1889,GN0,2018-04-04 11:00:00,5.2,32.7,21.2,,,
1890,KF1,2018-04-04 11:00:00,5.0,6.9,,,,
1891,CD9,2018-04-04 11:00:00,9.7,13.8,87.9,,,
1892,CT3,2018-04-04 11:00:00,10.0,13.2,21.5,,,
1893,CT2,2018-04-04 11:00:00,12.0,,,,,
1894,BX9,2018-04-04 11:00:00,8.5,,,,,
1895,BX1,2018-04-04 11:00:00,,6.5,9.9,,,
1896,TH4,2018-04-04 11:00:00,7.8,19.6,35.5,,,
1897,ST5,2018-04-04 11:00:00,7.0,8.0,9.9,,,
1898,RB7,2018-04-04 11:00:00,11.0,17.8,24.8,,,
1899,TD5,2018-04-04 11:00:00,5.5,,,,,
1900,CD1,2018-04-04 12:00:00,9.3,9.9,34.2,,,
1901,BL0,2018-04-04 12:00:00,5.2,8.2,27.3,,,
1902,GR4,2018-04-04 12:00:00,4.1,9.5,8.4,,,
1903,MY7,2018-04-04 12:00:00,15.3,18.5,,,,
1904,HV1,2018-04-04 12:00:00,2.5,6.6,28.1,,,
1905,GN3,2018-04-04 12:00:00,5.0,9.6,21.1,,,
1906,GR9,2018-04-04 12:00:00,3.2,7.0,18.6,,,
1907,LW2,2018-04-04 12:00:00,9.6,17.4,36.7,,,
1908,GN0,2018-04-04 12:00:00,9.9,7.8,15.9,,,
1909,KF1,2018-04-04 12:00:00,4.4,5.9,,,,
1910,CD9,2018-04-04 12:00:00,11.3,12.9,85.8,,,
1911,CT3,2018-04-04 12:00:00,7.0,7.2,19.5,,,
1912,CT2,2018-04-04 12:00:00,10.0,,,,,
1913,BX9,2018-04-04 12:00:00,7.3,,,,,
1914,BX1,2018-04-04 12:00:00,,2.3,6.8,,,
1915,TH4,2018-04-04 12:00:00,8.1,14.5,36.4,,,
1916,ST5,2018-04-04 12:00:00,5.0,6.0,9.3,,,
1917,RB7,2018-04-04 12:00:00,14.0,12.4,21.8,,,
1918,TD5,2018-04-04 12:00:00,5.8,,,,,
1919,CD1,2018-04-04 13:00:00,3.2,5.9,14.2,,,
1920,BL0,2018-04-04 13:00:00,0.0,5.1,46.3,,,
1921,GR4,2018-04-04 13:00:00,4.3,6.1,8.1,,,
1922,MY7,2018-04-04 13:00:00,8.2,9.9,,,,
1923,HV1,2018-04-04 13:00:00,5.6,7.5,23.2,,,
1924,GN3,2018-04-04 13:00:00,3.9,7.1,20.6,,,
1925,GR9,2018-04-04 13:00:00,2.3,5.9,14.6,,,
1926,LW2,2018-04-04 13:00:00,7.7,13.2,45.6,,,
1927,GN0,2018-04-04 13:00:00,3.6,4.6,19.2,,,
1928,KF1,2018-04-04 13:00:00,1.7,2.6,,,,
1929,CD9,2018-04-04 13:00:00,8.7,9.6,46.5,,,
1930,CT3,2018-04-04 13:00:00,4.0,14.8,24.9,,,
1931,CT2,2018-04-04 13:00:00,8.0,,,,,
1932,BX9,2018-04-04 13:00:00,6.8,,,,,
1933,BX1,2018-04-04 13:00:00,,0.0,6.2,,,
1934,TH4,2018-04-04 13:00:00,6.9,11.2,34.0,,,
1935,ST5,2018-04-04 13:00:00,3.0,5.0,6.9,,,
1936,RB7,2018-04-04 13:00:00,11.0,8.4,15.5,,,
1937,TD5,2018-04-04 13:00:00,1.5,,,,,
1938,CD1,2018-04-04 14:00:00,3.9,0.7,11.0,,,
1939,BL0,2018-04-04 14:00:00,0.4,5.4,65.6,,,
1940,GR4,2018-04-04 14:00:00,4.3,1.9,6.3,,,
1941,MY7,2018-04-04 14:00:00,7.4,9.4,,,,
1942,HV1,2018-04-04 14:00:00,5.5,6.4,14.9,,,
1943,GN3,2018-04-04 14:00:00,4.9,6.7,19.0,,,
1944,GR9,2018-04-04 14:00:00,1.6,5.1,13.0,,,
1945,LW2,2018-04-04 14:00:00,7.5,12.8,42.3,,,
1946,GN0,2018-04-04 14:00:00,5.0,4.2,17.5,,,
1947,KF1,2018-04-04 14:00:00,1.4,2.5,,,,
1948,CD9,2018-04-04 14:00:00,4.2,6.1,38.8,,,
1949,CT3,2018-04-04 14:00:00,4.0,7.2,19.9,,,
1950,CT2,2018-04-04 14:00:00,7.0,,,,,
1951,BX9,2018-04-04 14:00:00,4.2,,,,,
1952,BX1,2018-04-04 14:00:00,,-0.4,6.4,,,
1953,TH4,2018-04-04 14:00:00,2.8,11.3,31.0,,,
1954,ST5,2018-04-04 14:00:00,4.0,4.0,5.2,,,
1955,RB7,2018-04-04 14:00:00,7.0,4.8,8.4,,,
1956,TD5,2018-04-04 14:00:00,1.6,,,,,
1957,CD1,2018-04-04 15:00:00,2.2,3.4,7.6,,,
1958,BL0,2018-04-04 15:00:00,0.0,3.7,51.1,,,
1959,GR4,2018-04-04 15:00:00,,4.9,2.8,,,
1960,MY7,2018-04-04 15:00:00,3.3,9.1,,,,
1961,HV1,2018-04-04 15:00:00,4.2,6.3,15.9,,,
1962,GN3,2018-04-04 15:00:00,3.1,4.5,14.8,,,
1963,GR9,2018-04-04 15:00:00,1.2,5.2,9.3,,,
1964,LW2,2018-04-04 15:00:00,5.7,9.2,35.8,,,
1965,GN0,2018-04-04 15:00:00,1.4,3.9,13.5,,,
