stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
GR4,2018-04-03 09:00:00,5.5,13.9,4.5,,,
MY7,2018-04-03 09:00:00,15.4,28.8,,,,
HV1,2018-04-03 09:00:00,7.3,20.6,37.3,,,
GN3,2018-04-03 09:00:00,6.5,15.8,26.9,,,
GR9,2018-04-03 09:00:00,4.2,15.7,39.6,,,
LW2,2018-04-03 09:00:00,13.6,20.4,23.1,,,
GN0,2018-04-03 09:00:00,6.7,18.6,21.4,,,
KF1,2018-04-03 09:00:00,7.2,12.1,,,,
CD9,2018-04-03 09:00:00,10.5,20.9,97.0,,,
CT3,2018-04-03 09:00:00,5.0,23.6,18.6,,,
CT2,2018-04-03 09:00:00,13.0,,,,,
BX9,2018-04-03 09:00:00,11.0,,,,,
BX1,2018-04-03 09:00:00,,17.2,12.0,,,
TH4,2018-04-03 09:00:00,11.1,30.3,68.0,,,
ST5,2018-04-03 09:00:00,9.0,17.0,10.7,,,
RB7,2018-04-03 09:00:00,13.0,19.0,25.8,,,
TD5,2018-04-03 09:00:00,8.7,,,,,
CD1,2018-04-03 10:00:00,10.0,16.9,33.8,,,
BL0,2018-04-03 10:00:00,7.7,18.1,25.6,,,
GR4,2018-04-03 10:00:00,6.0,11.6,4.0,,,
MY7,2018-04-03 10:00:00,12.6,35.6,,,,
HV1,2018-04-03 10:00:00,7.7,16.2,28.4,,,
GN3,2018-04-03 10:00:00,9.3,14.7,21.1,,,
GR9,2018-04-03 10:00:00,6.5,16.8,35.4,,,
LW2,2018-04-03 10:00:00,8.9,14.9,22.6,,,
GN0,2018-04-03 10:00:00,7.0,18.5,16.1,,,
KF1,2018-04-03 10:00:00,6.6,11.2,,,,
CD9,2018-04-03 10:00:00,8.7,19.5,91.2,,,
CT3,2018-04-03 10:00:00,8.0,17.8,16.9,,,
CT2,2018-04-03 10:00:00,13.0,,,,,
BX9,2018-04-03 10:00:00,10.4,,,,,
BX1,2018-04-03 10:00:00,,12.9,12.3,,,
TH4,2018-04-03 10:00:00,8.2,28.3,57.9,,,
ST5,2018-04-03 10:00:00,8.0,14.0,8.6,,,
RB7,2018-04-03 10:00:00,13.0,16.8,25.5,,,
TD5,2018-04-03 10:00:00,7.7,,,,,
CD1,2018-04-03 11:00:00,11.2,14.6,33.5,,,
BL0,2018-04-03 11:00:00,5.1,13.5,23.0,,,
GR4,2018-04-03 11:00:00,5.6,9.3,1.8,,,
MY7,2018-04-03 11:00:00,10.2,28.9,,,,
HV1,2018-04-03 11:00:00,8.6,15.7,30.4,,,
GN3,2018-04-03 11:00:00,7.9,11.5,20.5,,,
GR9,2018-04-03 11:00:00,5.7,14.6,28.6,,,
LW2,2018-04-03 11:00:00,11.7,17.2,26.8,,,
GN0,2018-04-03 11:00:00,5.2,9.2,16.5,,,
KF1,2018-04-03 11:00:00,5.3,8.9,,,,
CD9,2018-04-03 11:00:00,11.9,18.9,87.1,,,
CT3,2018-04-03 11:00:00,6.0,14.0,18.8,,,
CT2,2018-04-03 11:00:00,9.0,,,,,
BX9,2018-04-03 11:00:00,8.3,,,,,
BX1,2018-04-03 11:00:00,,13.6,10.9,,,
TH4,2018-04-03 11:00:00,10.3,22.6,65.1,,,
ST5,2018-04-03 11:00:00,7.0,10.0,11.7,,,
RB7,2018-04-03 11:00:00,10.0,14.8,22.5,,,
TD5,2018-04-03 11:00:00,6.8,,,,,
CD1,2018-04-03 13:00:00,10.4,14.9,44.0,,,
BL0,2018-04-03 13:00:00,6.6,13.2,30.2,,,
GR4,2018-04-03 13:00:00,4.9,11.2,1.2,,,
MY7,2018-04-03 13:00:00,15.7,29.5,,,,
HV1,2018-04-03 13:00:00,5.6,11.5,22.1,,,
GN3,2018-04-03 13:00:00,4.8,12.3,23.2,,,
GR9,2018-04-03 13:00:00,6.3,16.4,28.1,,,
LW2,2018-04-03 13:00:00,13.0,18.9,19.8,,,
GN0,2018-04-03 13:00:00,11.0,16.0,20.7,,,
KF1,2018-04-03 13:00:00,6.6,10.5,,,,
CD9,2018-04-03 13:00:00,10.6,17.0,88.6,,,
CT3,2018-04-03 13:00:00,10.0,15.8,21.7,,,
CT2,2018-04-03 13:00:00,14.0,,,,,
BX9,2018-04-03 13:00:00,8.8,,,,,
BX1,2018-04-03 13:00:00,,13.7,8.7,,,
TH4,2018-04-03 13:00:00,9.8,22.3,61.4,,,
ST5,2018-04-03 13:00:00,5.0,11.0,20.5,,,
RB7,2018-04-03 13:00:00,15.0,16.6,24.5,,,
TD5,2018-04-03 13:00:00,6.8,,,,,
CD1,2018-04-03 14:00:00,9.7,15.1,53.5,,,
BL0,2018-04-03 14:00:00,6.0,14.0,31.4,,,
GR4,2018-04-03 14:00:00,4.4,8.5,1.0,,,
MY7,2018-04-03 14:00:00,9.9,22.9,,,,
HV1,2018-04-03 14:00:00,1.0,5.7,28.2,,,
GN3,2018-04-03 14:00:00,6.4,11.8,25.8,,,
GR9,2018-04-03 14:00:00,2.8,13.2,22.1,,,
LW2,2018-04-03 14:00:00,9.8,16.1,29.2,,,
GN0,2018-04-03 14:00:00,7.2,14.8,16.7,,,
KF1,2018-04-03 14:00:00,6.9,10.6,,,,
CD9,2018-04-03 14:00:00,10.1,18.2,102.4,,,
CT3,2018-04-03 14:00:00,7.0,16.4,18.9,,,
CT2,2018-04-03 14:00:00,12.0,,,,,
BX9,2018-04-03 14:00:00,15.1,,,,,
BX1,2018-04-03 14:00:00,,16.9,13.1,,,
TH4,2018-04-03 14:00:00,8.5,20.6,53.4,,,
ST5,2018-04-03 14:00:00,13.0,17.0,29.6,,,
RB7,2018-04-03 14:00:00,13.0,18.0,29.8,,,
TD5,2018-04-03 14:00:00,7.2,,,,,
CD1,2018-04-03 15:00:00,10.5,15.0,50.0,,,
BL0,2018-04-03 15:00:00,4.9,13.2,30.4,,,
GR4,2018-04-03 15:00:00,0.8,10.8,0.9,,,
MY7,2018-04-03 15:00:00,10.2,21.4,,,,
HV1,2018-04-03 15:00:00,1.3,6.3,29.1,,,
GN3,2018-04-03 15:00:00,5.3,13.8,16.9,,,
GR9,2018-04-03 15:00:00,5.2,14.8,18.0,,,
LW2,2018-04-03 15:00:00,11.8,12.9,25.0,,,
GN0,2018-04-03 15:00:00,10.7,14.1,14.7,,,
KF1,2018-04-03 15:00:00,7.0,11.6,,,,
CD9,2018-04-03 15:00:00,12.0,17.5,76.8,,,
CT3,2018-04-03 15:00:00,4.0,22.6,13.1,,,
CT2,2018-04-03 15:00:00,13.0,,,,,
BX9,2018-04-03 15:00:00,9.3,,,,,
BX1,2018-04-03 15:00:00,,13.0,11.9,,,
TH4,2018-04-03 15:00:00,7.1,15.5,34.0,,,
ST5,2018-04-03 15:00:00,8.0,14.0,17.7,,,
RB7,2018-04-03 15:00:00,14.0,15.8,24.6,,,
TD5,2018-04-03 15:00:00,4.5,,,,,
CD1,2018-04-03 16:00:00,10.9,12.6,35.2,,,
BL0,2018-04-03 16:00:00,5.4,11.5,23.7,,,
GR4,2018-04-03 16:00:00,-1.8,17.1,4.3,,,
MY7,2018-04-03 16:00:00,2.8,20.9,,,,
HV1,2018-04-03 16:00:00,11.1,15.5,23.9,,,
GN3,2018-04-03 16:00:00,7.1,12.9,14.1,,,
GR9,2018-04-03 16:00:00,6.4,14.2,13.2,,,
LW2,2018-04-03 16:00:00,12.3,15.1,15.1,,,
GN0,2018-04-03 16:00:00,8.0,15.3,12.8,,,
KF1,2018-04-03 16:00:00,6.9,11.2,,,,
CD9,2018-04-03 16:00:00,5.9,9.9,60.4,,,
CT3,2018-04-03 16:00:00,26.0,20.2,9.5,,,
CT2,2018-04-03 16:00:00,9.0,,,,,
BX9,2018-04-03 16:00:00,8.6,,,,,
BX1,2018-04-03 16:00:00,,14.8,13.8,,,
TH4,2018-04-03 16:00:00,7.2,17.6,40.5,,,
ST5,2018-04-03 16:00:00,5.0,17.0,13.6,,,
RB7,2018-04-03 16:00:00,9.0,16.0,22.8,,,
TD5,2018-04-03 16:00:00,5.7,,,,,
CD1,2018-04-03 17:00:00,7.3,11.8,27.5,,,
BL0,2018-04-03 17:00:00,5.8,10.8,17.4,,,
GR4,2018-04-03 17:00:00,4.9,8.8,5.1,,,
MY7,2018-04-03 17:00:00,6.6,15.5,,,,
HV1,2018-04-03 17:00:00,0.0,5.8,24.9,,,
GN3,2018-04-03 17:00:00,7.8,15.4,9.9,,,
GR9,2018-04-03 17:00:00,4.0,13.0,10.6,,,
LW2,2018-04-03 17:00:00,8.0,12.6,13.8,,,
GN0,2018-04-03 17:00:00,5.6,13.3,10.1,,,
KF1,2018-04-03 17:00:00,6.7,10.6,,,,
CD9,2018-04-03 17:00:00,4.5,8.5,46.1,,,
CT3,2018-04-03 17:00:00,6.0,9.0,6.3,,,
CT2,2018-04-03 17:00:00,10.0,,,,,
BX9,2018-04-03 17:00:00,4.6,,,,,
BX1,2018-04-03 17:00:00,,11.9,7.6,,,
TH4,2018-04-03 17:00:00,8.6,17.2,25.7,,,
ST5,2018-04-03 17:00:00,7.0,17.0,14.5,,,
RB7,2018-04-03 17:00:00,12.0,11.4,18.1,,,
TD5,2018-04-03 17:00:00,7.3,,,,,
CD1,2018-04-03 18:00:00,5.3,10.3,19.6,,,
BL0,2018-04-03 18:00:00,6.6,10.1,16.1,,,
GR4,2018-04-03 18:00:00,2.5,13.6,3.2,,,
MY7,2018-04-03 18:00:00,10.0,15.7,,,,
HV1,2018-04-03 18:00:00,7.9,12.7,27.3,,,
GN3,2018-04-03 18:00:00,5.7,10.3,9.0,,,
GR9,2018-04-03 18:00:00,5.6,12.2,10.5,,,
LW2,2018-04-03 18:00:00,6.4,14.8,10.4,,,
GN0,2018-04-03 18:00:00,6.9,16.8,9.6,,,
KF1,2018-04-03 18:00:00,6.8,9.9,,,,
CD9,2018-04-03 18:00:00,7.5,10.3,52.9,,,
CT3,2018-04-03 18:00:00,10.0,19.2,7.5,,,
CT2,2018-04-03 18:00:00,9.0,,,,,
BX9,2018-04-03 18:00:00,7.6,,,,,
BX1,2018-04-03 18:00:00,,12.1,7.1,,,
TH4,2018-04-03 18:00:00,5.6,16.6,23.2,,,
ST5,2018-04-03 18:00:00,7.0,17.0,10.5,,,
RB7,2018-04-03 18:00:00,12.0,13.2,22.4,,,
TD5,2018-04-03 18:00:00,6.7,,,,,
CD1,2018-04-03 19:00:00,10.3,8.8,20.5,,,
BL0,2018-04-03 19:00:00,3.5,7.3,13.8,,,
GR4,2018-04-03 19:00:00,2.9,9.5,2.2,,,
MY7,2018-04-03 19:00:00,10.0,13.4,,,,
HV1,2018-04-03 19:00:00,3.4,6.5,15.1,,,
GN3,2018-04-03 19:00:00,7.8,9.4,6.9,,,
GR9,2018-04-03 19:00:00,4.7,7.9,10.5,,,
LW2,2018-04-03 19:00:00,10.3,11.6,10.4,,,
GN0,2018-04-03 19:00:00,6.0,15.8,8.2,,,
KF1,2018-04-03 19:00:00,6.1,8.7,,,,
CD9,2018-04-03 19:00:00,2.9,5.6,45.0,,,
CT3,2018-04-03 19:00:00,9.0,15.2,4.9,,,
CT2,2018-04-03 19:00:00,13.0,,,,,
BX9,2018-04-03 19:00:00,7.4,,,,,
BX1,2018-04-03 19:00:00,,11.2,5.0,,,
TH4,2018-04-03 19:00:00,7.5,15.0,30.1,,,
ST5,2018-04-03 19:00:00,6.0,12.0,10.7,,,
RB7,2018-04-03 19:00:00,11.0,11.6,15.3,,,
TD5,2018-04-03 19:00:00,8.9,,,,,
CD1,2018-04-03 20:00:00,7.3,7.6,27.9,,,
BL0,2018-04-03 20:00:00,5.4,8.2,22.8,,,
GR4,2018-04-03 20:00:00,11.0,8.6,6.6,,,
MY7,2018-04-03 20:00:00,9.4,8.6,,,,
HV1,2018-04-03 20:00:00,8.1,11.1,33.7,,,
GN3,2018-04-03 20:00:00,7.8,11.7,30.6,,,
GR9,2018-04-03 20:00:00,5.4,9.7,21.3,,,
LW2,2018-04-03 20:00:00,4.0,11.2,19.8,,,
GN0,2018-04-03 20:00:00,4.5,10.4,14.2,,,
KF1,2018-04-03 20:00:00,4.5,6.2,,,,
CD9,2018-04-03 20:00:00,7.7,9.1,57.6,,,
CT3,2018-04-03 20:00:00,7.0,14.6,12.7,,,
CT2,2018-04-03 20:00:00,11.0,,,,,
BX9,2018-04-03 20:00:00,9.3,,,,,
BX1,2018-04-03 20:00:00,,10.7,23.1,,,
TH4,2018-04-03 20:00:00,5.6,16.2,33.4,,,
ST5,2018-04-03 20:00:00,6.0,12.0,13.6,,,
RB7,2018-04-03 20:00:00,14.0,10.8,16.6,,,
TD5,2018-04-03 20:00:00,6.5,,,,,
CD1,2018-04-03 21:00:00,10.1,11.7,61.3,,,
BL0,2018-04-03 21:00:00,3.0,8.7,39.6,,,
GR4,2018-04-03 21:00:00,6.1,10.8,16.7,,,
MY7,2018-04-03 21:00:00,7.3,13.3,,,,
HV1,2018-04-03 21:00:00,0.2,4.9,61.1,,,
GN3,2018-04-03 21:00:00,7.6,13.2,52.8,,,
GR9,2018-04-03 21:00:00,7.3,12.3,31.8,,,
LW2,2018-04-03 21:00:00,7.6,8.9,26.4,,,
GN0,2018-04-03 21:00:00,7.0,12.6,25.4,,,
KF1,2018-04-03 21:00:00,4.7,7.1,,,,
CD9,2018-04-03 21:00:00,8.3,11.2,90.2,,,
CT3,2018-04-03 21:00:00,6.0,11.4,31.9,,,
CT2,2018-04-03 21:00:00,12.0,,,,,
BX9,2018-04-03 21:00:00,8.4,,,,,
BX1,2018-04-03 21:00:00,,13.0,47.0,,,
TH4,2018-04-03 21:00:00,8.5,15.6,56.3,,,
ST5,2018-04-03 21:00:00,11.0,10.0,30.3,,,
RB7,2018-04-03 21:00:00,9.0,14.6,43.8,,,
TD5,2018-04-03 21:00:00,7.3,,,,,
CD1,2018-04-03 22:00:00,10.5,13.4,80.2,,,
BL0,2018-04-03 22:00:00,2.5,8.6,44.6,,,
GR4,2018-04-03 22:00:00,4.6,10.5,19.0,,,
MY7,2018-04-03 22:00:00,8.6,14.2,,,,
HV1,2018-04-03 22:00:00,10.4,16.6,59.7,,,
GN3,2018-04-03 22:00:00,5.9,12.9,44.8,,,
GR9,2018-04-03 22:00:00,6.3,10.3,42.3,,,
LW2,2018-04-03 22:00:00,8.4,9.2,22.2,,,
GN0,2018-04-03 22:00:00,8.2,12.4,22.9,,,
KF1,2018-04-03 22:00:00,3.9,6.7,,,,
CD9,2018-04-03 22:00:00,12.9,15.3,105.8,,,
CT3,2018-04-03 22:00:00,7.0,15.6,32.5,,,
CT2,2018-04-03 22:00:00,15.0,,,,,
BX9,2018-04-03 22:00:00,6.6,,,,,
BX1,2018-04-03 22:00:00,,15.3,47.7,,,
TH4,2018-04-03 22:00:00,4.8,13.7,65.2,,,
ST5,2018-04-03 22:00:00,9.0,11.0,30.7,,,
RB7,2018-04-03 22:00:00,13.0,6.4,45.8,,,
TD5,2018-04-03 22:00:00,6.6,,,,,
CD1,2018-04-03 23:00:00,10.2,15.3,53.6,,,
BL0,2018-04-03 23:00:00,2.4,10.3,40.2,,,
GR4,2018-04-03 23:00:00,6.9,9.5,10.1,,,
MY7,2018-04-03 23:00:00,8.9,21.9,,,,
HV1,2018-04-03 23:00:00,7.4,21.3,32.6,,,
GN3,2018-04-03 23:00:00,4.7,11.9,16.9,,,
GR9,2018-04-03 23:00:00,4.2,11.3,40.5,,,
LW2,2018-04-03 23:00:00,6.5,11.5,15.1,,,
GN0,2018-04-03 23:00:00,5.3,8.5,13.7,,,
KF1,2018-04-03 23:00:00,4.6,9.0,,,,
CD9,2018-04-03 23:00:00,10.2,16.8,124.4,,,
CT3,2018-04-03 23:00:00,10.0,15.4,24.4,,,
CT2,2018-04-03 23:00:00,11.0,,,,,
BX9,2018-04-03 23:00:00,6.8,,,,,
BX1,2018-04-03 23:00:00,,13.9,18.7,,,
TH4,2018-04-03 23:00:00,8.1,19.6,64.6,,,
ST5,2018-04-03 23:00:00,7.0,10.0,22.8,,,
RB7,2018-04-03 23:00:00,15.0,11.2,25.8,,,
TD5,2018-04-03 23:00:00,7.3,,,,,
CD1,2018-04-04 00:00:00,6.9,18.3,40.3,,,
BL0,2018-04-04 00:00:00,5.5,18.4,27.9,,,
GR4,2018-04-04 00:00:00,6.5,14.9,4.0,,,
MY7,2018-04-04 00:00:00,13.1,27.2,,,,
HV1,2018-04-04 00:00:00,10.6,27.4,21.1,,,
GN3,2018-04-04 00:00:00,6.2,14.0,9.5,,,
GR9,2018-04-04 00:00:00,4.4,13.0,23.3,,,
LW2,2018-04-04 00:00:00,3.9,11.6,12.3,,,
GN0,2018-04-04 00:00:00,8.1,15.2,10.4,,,
KF1,2018-04-04 00:00:00,5.9,13.3,,,,
CD9,2018-04-04 00:00:00,11.6,25.1,118.3,,,
CT3,2018-04-04 00:00:00,11.0,20.0,18.6,,,
CT2,2018-04-04 00:00:00,9.0,,,,,
BX9,2018-04-04 00:00:00,7.2,,,,,
BX1,2018-04-04 00:00:00,,19.4,8.9,,,
TH4,2018-04-04 00:00:00,8.4,22.4,55.5,,,
ST5,2018-04-04 00:00:00,5.0,12.0,23.4,,,
RB7,2018-04-04 00:00:00,12.0,20.8,14.9,,,
TD5,2018-04-04 00:00:00,8.6,,,,,
CD1,2018-04-04 01:00:00,6.5,22.2,31.1,,,
BL0,2018-04-04 01:00:00,9.6,19.9,21.8,,,
GR4,2018-04-04 01:00:00,5.6,15.8,3.2,,,
MY7,2018-04-04 01:00:00,13.5,28.8,,,,
HV1,2018-04-04 01:00:00,8.4,25.8,19.9,,,
GN3,2018-04-04 01:00:00,7.0,14.8,7.9,,,
GR9,2018-04-04 01:00:00,5.7,19.4,20.2,,,
LW2,2018-04-04 01:00:00,7.8,14.8,11.7,,,
GN0,2018-04-04 01:00:00,8.3,,,,,
KF1,2018-04-04 01:00:00,7.0,14.1,,,,
CD9,2018-04-04 01:00:00,12.8,23.3,110.3,,,
CT3,2018-04-04 01:00:00,14.0,22.6,11.5,,,
CT2,2018-04-04 01:00:00,10.0,,,,,
BX9,2018-04-04 01:00:00,8.5,,,,,
BX1,2018-04-04 01:00:00,,18.7,7.1,,,
TH4,2018-04-04 01:00:00,11.3,32.9,53.4,,,
ST5,2018-04-04 01:00:00,6.0,24.0,39.5,,,
RB7,2018-04-04 01:00:00,11.0,22.2,12.1,,,
TD5,2018-04-04 01:00:00,11.7,,,,,
CD1,2018-04-04 02:00:00,10.3,23.7,31.7,,,
BL0,2018-04-04 02:00:00,5.6,21.5,22.4,,,
GR4,2018-04-04 02:00:00,8.0,19.5,2.8,,,
MY7,2018-04-04 02:00:00,13.6,33.9,,,,
HV1,2018-04-04 02:00:00,14.4,36.5,21.6,,,
GN3,2018-04-04 02:00:00,7.8,19.5,8.4,,,
GR9,2018-04-04 02:00:00,7.6,29.1,19.2,,,
LW2,2018-04-04 02:00:00,12.8,22.9,14.1,,,
GN0,2018-04-04 02:00:00,3.1,18.4,10.1,,,
KF1,2018-04-04 02:00:00,8.6,18.8,,,,
CD9,2018-04-04 02:00:00,8.5,17.5,115.8,,,
CT3,2018-04-04 02:00:00,11.0,22.8,9.3,,,
CT2,2018-04-04 02:00:00,11.0,,,,,
BX9,2018-04-04 02:00:00,9.1,,,,,
BX1,2018-04-04 02:00:00,,23.2,7.0,,,
TH4,2018-04-04 02:00:00,8.6,32.0,48.7,,,
ST5,2018-04-04 02:00:00,8.0,32.0,31.1,,,
RB7,2018-04-04 02:00:00,12.0,23.0,12.4,,,
TD5,2018-04-04 02:00:00,9.2,,,,,
CD1,2018-04-04 03:00:00,7.7,22.2,35.7,,,
BL0,2018-04-04 03:00:00,6.0,21.1,24.1,,,
GR4,2018-04-04 03:00:00,5.8,18.5,2.4,,,
MY7,2018-04-04 03:00:00,13.0,42.5,,,,
HV1,2018-04-04 03:00:00,8.6,29.3,20.9,,,
GN3,2018-04-04 03:00:00,5.3,16.1,10.0,,,
GR9,2018-04-04 03:00:00,6.5,23.8,14.6,,,
LW2,2018-04-04 03:00:00,10.4,19.5,15.0,,,
GN0,2018-04-04 03:00:00,7.0,12.0,10.2,,,
KF1,2018-04-04 03:00:00,7.5,14.9,,,,
CD9,2018-04-04 03:00:00,9.7,19.2,113.4,,,
CT3,2018-04-04 03:00:00,9.0,25.8,10.8,,,
CT2,2018-04-04 03:00:00,11.0,,,,,
BX9,2018-04-04 03:00:00,9.6,,,,,
BX1,2018-04-04 03:00:00,,,5.9,,,
TH4,2018-04-04 03:00:00,8.9,48.7,50.5,,,
ST5,2018-04-04 03:00:00,,,35.4,,,
RB7,2018-04-04 03:00:00,12.0,19.4,13.7,,,
TD5,2018-04-04 03:00:00,8.4,,,,,
CD1,2018-04-04 04:00:00,8.1,15.3,29.7,,,
BL0,2018-04-04 04:00:00,9.9,19.6,26.0,,,
GR4,2018-04-04 04:00:00,7.9,13.8,2.4,,,
MY7,2018-04-04 04:00:00,12.3,27.6,,,,
HV1,2018-04-04 04:00:00,7.7,26.9,17.2,,,
GN3,2018-04-04 04:00:00,6.6,14.2,11.6,,,
GR9,2018-04-04 04:00:00,7.1,18.9,18.3,,,
LW2,2018-04-04 04:00:00,11.0,15.8,16.4,,,
GN0,2018-04-04 04:00:00,-2.1,9.1,9.5,,,
KF1,2018-04-04 04:00:00,6.6,12.4,,,,
CD9,2018-04-04 04:00:00,7.6,15.0,89.6,,,
CT3,2018-04-04 04:00:00,8.0,23.2,12.9,,,
CT2,2018-04-04 04:00:00,11.0,,,,,
BX9,2018-04-04 04:00:00,8.8,,,,,
BX1,2018-04-04 04:00:00,,,4.4,,,
TH4,2018-04-04 04:00:00,4.3,29.5,48.1,,,
ST5,2018-04-04 04:00:00,,,,,,
RB7,2018-04-04 04:00:00,14.0,21.2,13.7,,,
TD5,2018-04-04 04:00:00,5.4,,,,,
CD1,2018-04-04 05:00:00,4.9,11.2,30.9,,,
BL0,2018-04-04 05:00:00,6.7,12.6,22.6,,,
GR4,2018-04-04 05:00:00,7.3,10.0,2.5,,,
MY7,2018-04-04 05:00:00,10.1,24.0,,,,
HV1,2018-04-04 05:00:00,4.1,14.6,19.0,,,
GN3,2018-04-04 05:00:00,4.7,9.1,7.4,,,
GR9,2018-04-04 05:00:00,4.9,13.8,22.3,,,
LW2,2018-04-04 05:00:00,6.3,15.1,20.2,,,
GN0,2018-04-04 05:00:00,1.6,10.1,9.7,,,
KF1,2018-04-04 05:00:00,4.5,8.7,,,,
CD9,2018-04-04 05:00:00,8.4,16.8,82.2,,,
CT3,2018-04-04 05:00:00,6.0,13.2,10.8,,,
CT2,2018-04-04 05:00:00,7.0,,,,,
BX9,2018-04-04 05:00:00,6.3,,,,,
BX1,2018-04-04 05:00:00,,14.4,7.1,,,
TH4,2018-04-04 05:00:00,7.7,23.9,54.8,,,
ST5,2018-04-04 05:00:00,7.0,16.0,31.7,,,
RB7,2018-04-04 05:00:00,11.0,15.2,13.4,,,
TD5,2018-04-04 05:00:00,6.6,,,,,
CD1,2018-04-04 06:00:00,8.2,10.7,33.6,,,
BL0,2018-04-04 06:00:00,6.7,14.9,22.8,,,
GR4,2018-04-04 06:00:00,6.3,9.3,4.3,,,
MY7,2018-04-04 06:00:00,10.2,18.6,,,,
HV1,2018-04-04 06:00:00,6.3,30.9,17.7,,,
GN3,2018-04-04 06:00:00,6.7,10.2,11.1,,,
GR9,2018-04-04 06:00:00,3.4,15.9,28.0,,,
LW2,2018-04-04 06:00:00,9.1,12.8,17.4,,,
GN0,2018-04-04 06:00:00,10.4,10.8,11.5,,,
KF1,2018-04-04 06:00:00,4.6,9.0,,,,
CD9,2018-04-04 06:00:00,10.0,12.9,91.8,,,
CT3,2018-04-04 06:00:00,6.0,17.2,14.1,,,
CT2,2018-04-04 06:00:00,12.0,,,,,
BX9,2018-04-04 06:00:00,7.1,,,,,
BX1,2018-04-04 06:00:00,,8.3,5.6,,,
TH4,2018-04-04 06:00:00,7.0,24.6,59.2,,,
ST5,2018-04-04 06:00:00,5.0,17.0,39.8,,,
RB7,2018-04-04 06:00:00,12.0,13.0,13.3,,,
TD5,2018-04-04 06:00:00,5.4,,,,,
CD1,2018-04-04 07:00:00,8.6,12.1,33.0,,,
BL0,2018-04-04 07:00:00,6.3,16.0,22.8,,,
GR4,2018-04-04 07:00:00,6.2,12.3,5.4,,,
MY7,2018-04-04 07:00:00,10.6,24.8,,,,
HV1,2018-04-04 07:00:00,3.7,17.2,26.0,,,
GN3,2018-04-04 07:00:00,8.1,15.1,16.3,,,
GR9,2018-04-04 07:00:00,6.8,18.9,31.6,,,
LW2,2018-04-04 07:00:00,9.8,17.5,17.9,,,
GN0,2018-04-04 07:00:00,3.1,11.9,12.5,,,
KF1,2018-04-04 07:00:00,5.5,10.1,,,,
CD9,2018-04-04 07:00:00,9.5,13.3,89.2,,,
CT3,2018-04-04 07:00:00,6.0,23.8,15.3,,,
CT2,2018-04-04 07:00:00,12.0,,,,,
BX9,2018-04-04 07:00:00,8.0,,,,,
BX1,2018-04-04 07:00:00,,11.1,8.2,,,
TH4,2018-04-04 07:00:00,8.6,25.4,67.2,,,
ST5,2018-04-04 07:00:00,9.0,22.0,11.9,,,
RB7,2018-04-04 07:00:00,12.0,18.4,15.6,,,
TD5,2018-04-04 07:00:00,7.9,,,,,
CD1,2018-04-04 08:00:00,7.4,14.2,37.6,,,
BL0,2018-04-04 08:00:00,6.9,13.9,21.6,,,
GR4,2018-04-04 08:00:00,5.9,10.5,4.8,,,
MY7,2018-04-04 08:00:00,13.8,21.1,,,,
HV1,2018-04-04 08:00:00,3.9,14.3,21.6,,,
GN3,2018-04-04 08:00:00,6.7,14.1,14.2,,,
GR9,2018-04-04 08:00:00,3.9,17.3,30.4,,,
LW2,2018-04-04 08:00:00,11.5,13.4,19.3,,,
GN0,2018-04-04 08:00:00,7.3,10.1,12.9,,,
KF1,2018-04-04 08:00:00,5.9,9.8,,,,
CD9,2018-04-04 08:00:00,9.9,13.1,101.1,,,
CT3,2018-04-04 08:00:00,9.0,15.4,17.1,,,
CT2,2018-04-04 08:00:00,7.0,,,,,
BX9,2018-04-04 08:00:00,10.6,,,,,
BX1,2018-04-04 08:00:00,,7.8,8.1,,,
TH4,2018-04-04 08:00:00,8.5,28.3,72.0,,,
ST5,2018-04-04 08:00:00,14.0,14.0,10.7,,,
RB7,2018-04-04 08:00:00,10.0,18.2,15.5,,,
TD5,2018-04-04 08:00:00,7.8,,,,,
CD1,2018-04-04 09:00:00,11.7,16.3,43.2,,,
BL0,2018-04-04 09:00:00,7.8,16.2,28.5,,,
GR4,2018-04-04 09:00:00,5.3,11.1,6.4,,,
MY7,2018-04-04 09:00:00,16.0,22.1,,,,
HV1,2018-04-04 09:00:00,7.1,15.6,25.4,,,
GN3,2018-04-04 09:00:00,3.7,13.7,17.9,,,
GR9,2018-04-04 09:00:00,5.6,15.4,24.9,,,
LW2,2018-04-04 09:00:00,13.2,22.2,24.0,,,
GN0,2018-04-04 09:00:00,8.2,12.0,14.6,,,
KF1,2018-04-04 09:00:00,6.4,10.1,,,,
CD9,2018-04-04 09:00:00,12.4,15.9,118.8,,,
CT3,2018-04-04 09:00:00,7.0,18.6,18.5,,,
CT2,2018-04-04 09:00:00,13.0,,,,,
BX9,2018-04-04 09:00:00,8.5,,,,,
BX1,2018-04-04 09:00:00,,7.5,8.4,,,
TH4,2018-04-04 09:00:00,8.7,20.9,60.3,,,
ST5,2018-04-04 09:00:00,8.0,14.0,10.1,,,
RB7,2018-04-04 09:00:00,12.0,16.0,20.5,,,
TD5,2018-04-04 09:00:00,6.6,,,,,
CD1,2018-04-04 10:00:00,11.7,17.4,47.9,,,
BL0,2018-04-04 10:00:00,6.9,13.9,31.7,,,
GR4,2018-04-04 10:00:00,3.7,10.4,9.6,,,
